order_id,customer_id,order_date,branch,order_total
O002263,C00299,2025-10-24,Northampton,9395.16
O002264,C00299,2026-01-10,Northampton,2121.72
O002265,C00299,2025-08-02,Northampton,641.64
O002266,C00299,2026-03-02,Northampton,2156.28
O002267,C00299,2024-08-04,Northampton,10533.43
O002268,C00299,2024-06-20,Northampton,1637.46
O002269,C00299,2025-06-13,Northampton,207.26
O002270,C00299,2026-02-07,Northampton,6789.06
O002271,C00299,2024-03-09,Northampton,8041.55
O002272,C00299,2024-12-05,Northampton,5900.97
O002273,C00299,2024-06-21,Northampton,7673.48
O002274,C00299,2024-05-10,Northampton,752.42
O002275,C00299,2024-09-15,Northampton,1069.11
O002276,C00299,2025-05-13,Northampton,3938.81
O002277,C00299,2024-03-08,Northampton,1890.2
O002278,C00299,2024-05-10,Northampton,1435.21
O002279,C00299,2024-02-21,Northampton,1705.83
O002280,C00299,2026-01-04,Northampton,4638.36
O002281,C00299,2026-01-05,Northampton,5132.45
O002282,C00299,2024-04-05,Northampton,5747.35
O002283,C00299,2025-11-29,Northampton,3301.4
O002284,C00299,2024-08-24,Northampton,11250.83
O002285,C00299,2024-08-17,Northampton,829.69
O002286,C00299,2025-09-04,Northampton,481.23
O002287,C00299,2025-04-25,Northampton,5472.35
O002288,C00299,2026-02-06,Northampton,4761.5
O002289,C00299,2025-09-26,Northampton,4449.09
O002290,C00300,2026-05-11,Birmingham South,5338.0
O002291,C00300,2024-06-05,Birmingham South,4056.71
O002292,C00300,2026-04-03,Birmingham South,4548.54
O002293,C00300,2025-03-27,Birmingham South,4673.23
O002294,C00300,2025-03-02,Birmingham South,4277.17
O002295,C00300,2025-04-09,Birmingham South,3472.72
O002296,C00300,2024-05-17,Birmingham South,4038.32
O002297,C00300,2026-03-15,Birmingham South,5241.82
O002298,C00300,2025-11-20,Birmingham South,3841.32
O002299,C00300,2025-10-13,Birmingham South,1803.52
O002300,C00300,2025-08-31,Birmingham South,6971.44
O002301,C00301,2025-07-27,Rugby,6354.7
O002302,C00301,2024-07-10,Rugby,6430.5
O002303,C00302,2024-03-21,Northampton,6137.67
O002304,C00302,2025-01-17,Northampton,8706.74
O002305,C00302,2025-05-26,Northampton,7169.53
O002306,C00302,2024-07-23,Northampton,6622.83
O002307,C00302,2026-05-27,Northampton,5388.18
O002308,C00302,2026-04-06,Northampton,1122.87
O002309,C00303,2024-07-08,Northampton,112.72
O002310,C00304,2024-07-08,Birmingham South,8005.38
O002311,C00305,2024-01-14,Rugby,6996.34
O002312,C00305,2024-07-04,Rugby,3018.2
O002313,C00305,2024-07-19,Rugby,4492.84
O002314,C00305,2026-04-16,Rugby,277.53
O002315,C00305,2026-06-26,Rugby,5812.84
O002316,C00305,2025-02-26,Rugby,3433.19
O002317,C00305,2024-04-16,Rugby,2447.1
O002318,C00305,2025-10-23,Rugby,3237.48
O002319,C00306,2025-01-12,Leicester,6514.33
O002320,C00307,2024-09-22,Rugby,4858.86
O002321,C00307,2025-05-24,Rugby,1276.79
O002322,C00307,2025-12-09,Rugby,9623.62
O002323,C00307,2024-05-15,Rugby,4297.09
O002324,C00307,2024-03-04,Rugby,1183.32
O002325,C00308,2025-01-11,Nuneaton,894.91
O002326,C00310,2025-03-11,Northampton,2057.1
O002327,C00310,2024-08-20,Northampton,6157.58
O002328,C00310,2024-06-17,Northampton,548.56
O002329,C00310,2024-07-21,Northampton,6344.52
O002330,C00310,2025-09-07,Northampton,4982.64
O002331,C00310,2024-12-18,Northampton,4892.24
O002332,C00310,2026-04-27,Northampton,1597.35
O002333,C00310,2024-06-03,Northampton,10138.49
O002334,C00310,2024-01-02,Northampton,5607.92
O002335,C00310,2024-05-12,Northampton,4191.09
O002336,C00310,2024-02-05,Northampton,7760.47
O002337,C00310,2024-07-10,Northampton,5644.73
O002338,C00310,2025-01-25,Northampton,49.15
O002339,C00311,2025-10-22,Northampton,9117.89
O002340,C00311,2025-12-25,Northampton,5982.01
O002341,C00311,2024-11-28,Northampton,2499.0
O002342,C00311,2025-12-30,Northampton,8324.86
O002343,C00311,2025-11-17,Northampton,4844.29
O002344,C00311,2025-01-21,Northampton,4267.15
O002345,C00311,2024-08-04,Northampton,8289.55
O002346,C00311,2026-06-04,Northampton,4633.8
O002347,C00311,2024-02-26,Northampton,3885.57
O002348,C00311,2026-04-27,Northampton,3018.97
O002349,C00311,2026-05-27,Northampton,2268.9
O002350,C00311,2024-08-13,Northampton,6389.51
O002351,C00312,2024-11-17,Rugby,6779.4
O002352,C00312,2025-08-05,Rugby,1258.14
O002353,C00312,2025-10-03,Rugby,495.21
O002354,C00312,2025-03-14,Rugby,5333.86
O002355,C00313,2025-08-28,Rugby,3970.2
O002356,C00313,2025-05-03,Rugby,1048.45
O002357,C00313,2024-01-19,Rugby,4091.19
O002358,C00313,2026-06-06,Rugby,2532.38
O002359,C00313,2024-07-25,Rugby,13781.97
O002360,C00313,2025-10-24,Rugby,7211.45
O002361,C00313,2024-06-17,Rugby,7945.5
O002362,C00313,2025-10-29,Rugby,10480.53
O002363,C00313,2025-09-28,Rugby,7127.77
O002364,C00313,2024-07-26,Rugby,617.13
O002365,C00313,2025-10-07,Rugby,4497.66
O002366,C00313,2024-08-26,Rugby,159.52
O002367,C00314,2025-05-12,Northampton,6057.26
O002368,C00314,2025-12-29,Northampton,679.75
O002369,C00314,2025-03-06,Northampton,9668.6
O002370,C00314,2025-04-03,Northampton,5848.37
O002371,C00314,2025-03-12,Northampton,1306.69
O002372,C00314,2024-02-03,Northampton,1283.28
O002373,C00314,2024-12-27,Northampton,4711.87
O002374,C00314,2026-01-26,Northampton,7315.47
O002375,C00314,2024-04-22,Northampton,6740.98
O002376,C00314,2025-12-12,Northampton,3441.97
O002377,C00314,2024-12-24,Northampton,1253.92
O002378,C00315,2024-08-28,Rugby,2533.52
O002379,C00315,2025-09-20,Rugby,6964.17
O002380,C00315,2025-09-18,Rugby,5116.67
O002381,C00315,2026-02-10,Rugby,4617.7
O002382,C00315,2025-12-27,Rugby,5461.3
O002383,C00315,2025-02-09,Rugby,9276.97
O002384,C00315,2025-04-06,Rugby,7076.72
O002385,C00315,2024-01-18,Rugby,4509.01
O002386,C00315,2024-12-02,Rugby,12434.14
O002387,C00317,2025-12-08,Binley (Coventry),1247.04
O002388,C00317,2025-05-05,Binley (Coventry),4813.75
O002389,C00317,2024-10-20,Binley (Coventry),5006.16
O002390,C00317,2024-09-07,Binley (Coventry),2409.2
O002391,C00317,2024-10-11,Binley (Coventry),4738.78
O002392,C00317,2024-02-25,Binley (Coventry),957.12
O002393,C00317,2024-04-19,Binley (Coventry),1420.66
O002394,C00317,2024-12-07,Binley (Coventry),8970.38
O002395,C00317,2025-08-19,Binley (Coventry),5010.33
O002396,C00317,2025-03-16,Binley (Coventry),1873.59
O002397,C00317,2025-09-16,Binley (Coventry),1883.61
O002398,C00317,2025-07-19,Binley (Coventry),4400.0
O002399,C00317,2024-08-14,Binley (Coventry),976.08
O002400,C00317,2025-07-09,Binley (Coventry),6860.55
O002401,C00317,2024-02-04,Binley (Coventry),2309.4
O002402,C00318,2024-11-04,Northampton,6757.89
O002403,C00318,2025-05-31,Northampton,3892.09
O002404,C00318,2025-08-05,Northampton,1385.98
O002405,C00318,2025-10-24,Northampton,6141.33
O002406,C00318,2024-11-05,Northampton,670.81
O002407,C00318,2024-08-21,Northampton,7847.56
O002408,C00318,2025-03-08,Northampton,3921.37
O002409,C00318,2024-05-16,Northampton,5444.86
O002410,C00318,2025-08-10,Northampton,959.98
O002411,C00320,2025-11-17,Rugby,6654.97
O002412,C00320,2026-03-05,Rugby,4296.31
O002413,C00320,2024-10-11,Rugby,5068.39
O002414,C00320,2025-07-23,Rugby,1397.0
O002415,C00320,2024-10-04,Rugby,5134.16
O002416,C00320,2025-04-14,Rugby,885.59
O002417,C00320,2026-04-08,Rugby,1830.15
O002418,C00320,2026-01-04,Rugby,970.65
O002419,C00320,2024-02-23,Rugby,7110.67
O002420,C00320,2025-04-18,Rugby,1380.48
O002421,C00320,2025-10-19,Rugby,5462.46
O002422,C00320,2024-09-27,Rugby,1091.64
O002423,C00320,2025-10-17,Rugby,9086.83
O002424,C00321,2024-01-21,Leicester,7742.21
O002425,C00322,2024-02-09,Nuneaton,386.73
O002426,C00324,2025-11-16,Nuneaton,485.5
O002427,C00324,2026-06-02,Nuneaton,5995.32
O002428,C00324,2024-04-16,Nuneaton,8771.57
O002429,C00324,2024-06-25,Nuneaton,4279.81
O002430,C00324,2026-02-05,Nuneaton,2023.37
O002431,C00324,2025-01-04,Nuneaton,2118.18
O002432,C00324,2025-12-02,Nuneaton,6154.75
O002433,C00324,2026-01-27,Nuneaton,1865.34
O002434,C00324,2026-04-16,Nuneaton,1623.7
O002435,C00324,2025-03-29,Nuneaton,428.91
O002436,C00324,2026-05-10,Nuneaton,7778.31
O002437,C00324,2026-04-03,Nuneaton,6237.8
O002438,C00324,2025-11-30,Nuneaton,6473.69
O002439,C00324,2026-03-17,Nuneaton,6292.26
O002440,C00325,2024-07-08,Leicester,6914.21
O002441,C00325,2024-06-06,Leicester,481.23
O002442,C00325,2026-06-26,Leicester,4944.13
O002443,C00325,2025-08-09,Leicester,1752.12
O002444,C00325,2024-03-14,Leicester,3086.0
O002445,C00325,2024-06-04,Leicester,8960.32
O002446,C00325,2025-11-15,Leicester,4438.38
O002447,C00325,2026-01-10,Leicester,1908.66
O002448,C00325,2025-01-21,Leicester,896.85
O002449,C00325,2025-09-30,Leicester,4464.76
O002450,C00325,2025-11-01,Leicester,6117.68
O002451,C00325,2024-06-30,Leicester,434.73
O002452,C00326,2025-07-05,Rugby,6391.5
O002453,C00326,2025-07-02,Rugby,4078.6
O002454,C00326,2024-11-30,Rugby,3991.25
O002455,C00326,2026-05-07,Rugby,3131.96
O002456,C00326,2024-06-30,Rugby,11819.97
O002457,C00326,2024-12-01,Rugby,4608.21
O002458,C00326,2025-03-21,Rugby,923.76
O002459,C00326,2025-09-17,Rugby,1943.87
O002460,C00326,2024-07-02,Rugby,822.84
O002461,C00326,2024-01-18,Rugby,6586.76
O002462,C00326,2024-09-16,Rugby,7230.45
O002463,C00326,2025-04-27,Rugby,11329.34
O002464,C00326,2025-08-12,Rugby,2853.13
O002465,C00326,2024-08-12,Rugby,1493.18
O002466,C00327,2024-07-17,Birmingham South,5326.92
O002467,C00327,2024-09-07,Birmingham South,10931.64
O002468,C00327,2024-06-24,Birmingham South,10997.63
O002469,C00327,2024-09-06,Birmingham South,2939.92
O002470,C00327,2026-06-22,Birmingham South,7617.25
O002471,C00327,2025-06-01,Birmingham South,5715.79
O002472,C00327,2025-02-11,Birmingham South,1726.27
O002473,C00327,2024-07-13,Birmingham South,2139.0
O002474,C00329,2025-06-25,Rugby,3754.68
O002475,C00329,2025-01-29,Rugby,410.06
O002476,C00329,2025-03-08,Rugby,5635.54
O002477,C00329,2024-04-12,Rugby,5999.3
O002478,C00329,2025-09-13,Rugby,6636.06
O002479,C00329,2025-03-05,Rugby,8144.25
O002480,C00329,2026-01-03,Rugby,2438.83
O002481,C00329,2025-12-13,Rugby,5496.05
O002482,C00329,2024-05-21,Rugby,7665.75
O002483,C00329,2025-08-02,Rugby,3649.45
O002484,C00329,2025-11-18,Rugby,9440.02
O002485,C00329,2024-01-24,Rugby,9427.82
O002486,C00329,2024-11-07,Rugby,1464.45
O002487,C00330,2025-07-20,Nuneaton,13014.72
O002488,C00331,2024-04-25,Birmingham South,7651.59
O002489,C00331,2025-02-12,Birmingham South,7036.28
O002490,C00331,2024-11-19,Birmingham South,4193.8
O002491,C00331,2024-06-19,Birmingham South,4195.27
O002492,C00331,2024-05-22,Birmingham South,7054.53
O002493,C00331,2024-07-02,Birmingham South,3294.56
O002494,C00331,2026-02-27,Birmingham South,4588.78
O002495,C00331,2025-07-22,Birmingham South,2405.55
O002496,C00331,2025-05-09,Birmingham South,6127.22
O002497,C00331,2025-09-01,Birmingham South,6830.02
O002498,C00331,2026-06-05,Birmingham South,2996.37
O002499,C00331,2024-01-14,Birmingham South,951.65
O002500,C00331,2024-02-17,Birmingham South,4111.26
O002501,C00331,2026-06-28,Birmingham South,8336.41
O002502,C00332,2025-03-18,Nuneaton,6334.79
O002503,C00332,2025-04-28,Nuneaton,551.87
O002504,C00332,2024-04-25,Nuneaton,971.78
O002505,C00332,2024-08-24,Nuneaton,1945.84
O002506,C00332,2025-09-01,Nuneaton,1455.52
O002507,C00332,2024-10-07,Nuneaton,3207.17
O002508,C00332,2024-11-04,Nuneaton,454.85
O002509,C00332,2026-03-17,Nuneaton,2582.8
O002510,C00332,2025-09-03,Nuneaton,5443.58
O002511,C00332,2024-05-07,Nuneaton,5850.32
O002512,C00332,2024-11-10,Nuneaton,5868.33
O002513,C00332,2024-08-16,Nuneaton,4438.03
O002514,C00332,2025-05-15,Nuneaton,797.6
O002515,C00333,2025-12-19,Birmingham South,4464.68
O002516,C00333,2024-08-30,Birmingham South,4736.98
O002517,C00333,2025-03-11,Birmingham South,6749.2
O002518,C00333,2025-07-23,Birmingham South,4408.15
O002519,C00333,2024-07-04,Birmingham South,3238.54
O002520,C00333,2025-05-29,Birmingham South,3664.5
O002521,C00333,2024-02-26,Birmingham South,4628.46
O002522,C00333,2025-09-05,Birmingham South,1781.85
O002523,C00333,2025-04-10,Birmingham South,4967.16
O002524,C00334,2024-04-24,Northampton,5307.38
O002525,C00334,2024-10-23,Northampton,9573.07
O002526,C00334,2024-05-07,Northampton,10619.61
O002527,C00334,2024-07-05,Northampton,10364.97
O002528,C00334,2024-03-10,Northampton,6287.66
O002529,C00335,2024-11-16,Binley (Coventry),3890.0
O002530,C00335,2024-11-30,Binley (Coventry),2383.28
O002531,C00335,2026-04-11,Binley (Coventry),9140.08
O002532,C00335,2024-10-26,Binley (Coventry),5003.08
O002533,C00335,2026-01-30,Binley (Coventry),5496.16
O002534,C00335,2024-08-17,Binley (Coventry),2159.83
O002535,C00335,2025-09-11,Binley (Coventry),9347.04
O002536,C00335,2025-08-24,Binley (Coventry),10230.16
O002537,C00335,2024-12-14,Binley (Coventry),5363.91
O002538,C00335,2025-12-22,Binley (Coventry),2254.4
O002539,C00335,2025-02-23,Binley (Coventry),9278.54
O002540,C00335,2026-02-08,Binley (Coventry),12568.55
O002541,C00335,2024-12-22,Binley (Coventry),3408.08
O002542,C00335,2025-03-27,Binley (Coventry),9262.95
O002543,C00335,2024-07-11,Binley (Coventry),10843.84
O002544,C00335,2024-11-02,Binley (Coventry),2759.12
O002545,C00335,2025-03-11,Binley (Coventry),5941.73
O002546,C00335,2024-07-05,Binley (Coventry),3746.36
O002547,C00335,2025-05-29,Binley (Coventry),3089.94
O002548,C00335,2025-08-14,Binley (Coventry),4274.1
O002549,C00335,2024-10-08,Binley (Coventry),7347.58
O002550,C00335,2025-10-07,Binley (Coventry),2031.45
O002551,C00335,2025-08-13,Binley (Coventry),1815.77
O002552,C00335,2024-05-31,Binley (Coventry),9019.62
O002553,C00335,2025-07-05,Binley (Coventry),1464.45
O002554,C00335,2026-02-05,Binley (Coventry),1073.93
O002555,C00335,2024-07-18,Binley (Coventry),540.69
O002556,C00335,2024-05-04,Binley (Coventry),10933.36
O002557,C00336,2026-01-10,Northampton,9978.32
O002558,C00336,2026-01-04,Northampton,2409.2
O002559,C00336,2024-12-01,Northampton,1155.25
O002560,C00336,2024-11-02,Northampton,3881.16
O002561,C00336,2024-03-12,Northampton,4802.28
O002562,C00336,2025-01-23,Northampton,8308.59
O002563,C00336,2025-02-14,Northampton,8358.24
O002564,C00336,2026-06-13,Northampton,5476.22
O002565,C00336,2025-10-28,Northampton,5361.24
O002566,C00336,2025-05-14,Northampton,7025.2
O002567,C00336,2025-11-26,Northampton,8860.46
O002568,C00337,2026-02-23,Northampton,4917.05
O002569,C00337,2024-03-25,Northampton,3881.17
O002570,C00337,2025-09-30,Northampton,7423.46
O002571,C00337,2025-02-23,Northampton,1620.09
O002572,C00337,2025-11-16,Northampton,6702.07
O002573,C00337,2024-08-01,Northampton,4665.59
O002574,C00337,2025-04-09,Northampton,2926.38
O002575,C00337,2024-08-23,Northampton,9535.19
O002576,C00337,2025-05-22,Northampton,5716.32
O002577,C00337,2024-06-26,Northampton,8950.73
O002578,C00337,2026-02-11,Northampton,4792.06
O002579,C00337,2026-02-05,Northampton,4651.51
O002580,C00337,2025-10-19,Northampton,2821.91
O002581,C00337,2024-07-26,Northampton,3839.64
O002582,C00337,2025-06-03,Northampton,7027.44
O002583,C00337,2024-08-07,Northampton,3607.66
O002584,C00337,2026-01-04,Northampton,205.71
O002585,C00337,2025-09-29,Northampton,559.32
O002586,C00337,2024-07-16,Northampton,8124.9
O002587,C00337,2024-12-23,Northampton,3554.01
O002588,C00339,2024-01-08,Binley (Coventry),2287.37
O002589,C00339,2025-12-07,Binley (Coventry),4793.69
O002590,C00339,2026-05-10,Binley (Coventry),8265.13
O002591,C00339,2026-02-07,Binley (Coventry),5367.81
O002592,C00340,2024-07-28,Northampton,2862.4
O002593,C00340,2026-05-12,Northampton,2840.5
O002594,C00340,2026-05-02,Northampton,936.68
O002595,C00340,2025-06-30,Northampton,5194.26
O002596,C00340,2025-05-01,Northampton,1435.68
O002597,C00340,2025-02-12,Northampton,5894.13
O002598,C00340,2024-12-09,Northampton,2428.83
O002599,C00340,2024-03-12,Northampton,5637.39
O002600,C00340,2025-05-02,Northampton,5251.36
O002601,C00340,2024-01-27,Northampton,5744.71
O002602,C00341,2025-08-02,Leicester,2474.69
O002603,C00341,2025-04-28,Leicester,2665.39
O002604,C00341,2025-05-22,Leicester,516.11
O002605,C00341,2024-11-19,Leicester,3987.6
O002606,C00341,2025-08-06,Leicester,3693.2
O002607,C00341,2026-05-04,Leicester,2184.75
O002608,C00341,2024-11-09,Leicester,2729.41
O002609,C00341,2026-02-16,Leicester,4024.35
O002610,C00341,2024-05-27,Leicester,2665.39
O002611,C00342,2026-02-12,Leicester,79.76
O002612,C00342,2025-08-20,Leicester,3225.25
O002613,C00342,2025-01-19,Leicester,5239.31
O002614,C00342,2025-04-26,Leicester,6181.94
O002615,C00342,2024-10-03,Leicester,5485.5
O002616,C00342,2024-04-24,Leicester,7259.71
O002617,C00342,2026-05-11,Leicester,1032.64
O002618,C00342,2025-07-07,Leicester,5481.29
O002619,C00342,2025-05-05,Leicester,8392.95
O002620,C00342,2024-03-01,Leicester,2618.34
O002621,C00342,2024-10-02,Leicester,7116.32
O002622,C00342,2026-04-20,Leicester,8702.47
O002623,C00342,2025-03-23,Leicester,7834.62
O002624,C00342,2025-09-14,Leicester,2046.2
O002625,C00342,2024-10-12,Leicester,5162.26
O002626,C00342,2025-08-10,Leicester,2115.56
O002627,C00342,2026-01-31,Leicester,2417.16
O002628,C00342,2026-06-18,Leicester,371.91
O002629,C00342,2024-01-22,Leicester,1916.24
O002630,C00342,2025-01-20,Leicester,3104.42
O002631,C00342,2024-09-02,Leicester,4435.48
O002632,C00342,2025-02-19,Leicester,2583.05
O002633,C00342,2026-05-26,Leicester,1728.43
O002634,C00342,2026-02-10,Leicester,3376.2
O002635,C00342,2024-07-25,Leicester,11375.23
O002636,C00343,2025-07-10,Rugby,838.98
O002637,C00343,2025-03-11,Rugby,8587.03
O002638,C00343,2025-06-11,Rugby,2726.72
O002639,C00343,2025-04-01,Rugby,394.44
O002640,C00343,2025-06-19,Rugby,298.95
O002641,C00343,2025-11-09,Rugby,8707.65
O002642,C00343,2024-06-02,Rugby,1234.26
O002643,C00343,2026-04-04,Rugby,1464.12
O002644,C00343,2024-07-27,Rugby,4062.31
O002645,C00343,2025-04-02,Rugby,4899.27
O002646,C00343,2024-10-17,Rugby,6207.62
O002647,C00343,2024-02-29,Rugby,7922.39
O002648,C00343,2024-06-04,Rugby,6246.26
O002649,C00343,2025-09-02,Rugby,1445.2
O002650,C00343,2025-06-27,Rugby,5885.88
O002651,C00345,2024-01-18,Nuneaton,75.69
O002652,C00345,2024-06-12,Nuneaton,3567.53
O002653,C00345,2025-12-04,Nuneaton,5946.16
O002654,C00345,2024-10-20,Nuneaton,4782.16
O002655,C00345,2024-09-27,Nuneaton,7250.68
O002656,C00345,2024-05-26,Nuneaton,6801.51
O002657,C00345,2026-01-22,Nuneaton,5162.42
O002658,C00345,2025-05-24,Nuneaton,4083.54
O002659,C00345,2026-06-15,Nuneaton,5366.25
O002660,C00347,2025-05-26,Birmingham South,2795.22
O002661,C00348,2024-03-26,Nuneaton,3283.34
O002662,C00348,2025-11-15,Nuneaton,4217.72
O002663,C00348,2025-02-05,Nuneaton,4917.43
O002664,C00349,2025-06-06,Nuneaton,6516.38
O002665,C00349,2025-11-09,Nuneaton,4561.45
O002666,C00349,2024-01-16,Nuneaton,641.64
O002667,C00349,2026-04-05,Nuneaton,6255.52
O002668,C00349,2024-11-10,Nuneaton,353.22
O002669,C00349,2026-06-18,Nuneaton,2003.69
O002670,C00349,2026-05-13,Nuneaton,4513.5
O002671,C00349,2024-09-19,Nuneaton,4103.78
O002672,C00349,2025-11-17,Nuneaton,6806.5
O002673,C00349,2026-05-27,Nuneaton,8449.07
O002674,C00349,2026-04-05,Nuneaton,4548.86
O002675,C00349,2024-10-10,Nuneaton,6277.66
O002676,C00349,2026-04-16,Nuneaton,1445.52
O002677,C00350,2024-03-25,Northampton,1105.33
O002678,C00350,2025-12-26,Northampton,5819.13
O002679,C00350,2025-05-23,Northampton,2182.74
O002680,C00350,2024-02-24,Northampton,822.84
O002681,C00350,2024-03-04,Northampton,4440.03
O002682,C00350,2026-04-27,Northampton,2692.83
O002683,C00350,2024-10-31,Northampton,6538.48
O002684,C00350,2026-02-19,Northampton,7471.19
O002685,C00350,2026-01-09,Northampton,7727.92
O002686,C00350,2025-10-05,Northampton,854.07
O002687,C00350,2025-03-24,Northampton,1656.92
O002688,C00350,2025-04-28,Northampton,4309.14
O002689,C00350,2026-02-01,Northampton,952.2
O002690,C00350,2026-03-09,Northampton,5524.63
O002691,C00350,2024-04-18,Northampton,5226.38
O002692,C00350,2024-05-12,Northampton,6033.62
O002693,C00350,2024-09-14,Northampton,4337.57
O002694,C00350,2024-02-11,Northampton,4064.13
O002695,C00350,2025-07-14,Northampton,3182.58
O002696,C00350,2025-01-10,Northampton,1639.94
O002697,C00350,2025-10-28,Northampton,2565.88
O002698,C00350,2026-06-16,Northampton,2818.88
O002699,C00350,2025-09-08,Northampton,7088.26
O002700,C00350,2025-02-02,Northampton,8220.35
O002701,C00350,2026-05-20,Northampton,1467.57
O002702,C00350,2024-02-26,Northampton,1207.92
O002703,C00352,2024-02-17,Northampton,8253.51
O002704,C00352,2026-06-05,Northampton,3821.98
O002705,C00352,2026-05-25,Northampton,2116.53
O002706,C00352,2024-04-19,Northampton,3660.94
O002707,C00352,2024-05-30,Northampton,495.21
O002708,C00352,2025-01-21,Northampton,8468.44
O002709,C00352,2025-12-31,Northampton,5625.91
O002710,C00352,2024-08-26,Northampton,1905.73
O002711,C00352,2026-06-20,Northampton,4406.25
O002712,C00353,2024-09-09,Nuneaton,6634.42
O002713,C00353,2025-05-19,Nuneaton,3568.49
O002714,C00353,2026-02-22,Nuneaton,6623.71
O002715,C00354,2024-10-29,Binley (Coventry),4841.57
O002716,C00354,2026-03-02,Binley (Coventry),3053.4
O002717,C00354,2025-04-16,Binley (Coventry),5389.84
O002718,C00354,2024-05-05,Binley (Coventry),6180.26
O002719,C00354,2025-05-07,Binley (Coventry),548.56
O002720,C00354,2025-05-13,Binley (Coventry),3439.83
O002721,C00354,2024-10-30,Binley (Coventry),862.8
O002722,C00354,2025-05-30,Binley (Coventry),4131.15
O002723,C00354,2024-06-14,Binley (Coventry),5153.59
O002724,C00354,2025-07-22,Binley (Coventry),5288.49
O002725,C00354,2025-10-30,Binley (Coventry),3700.85
O002726,C00354,2026-01-14,Binley (Coventry),5310.84
O002727,C00356,2025-08-28,Leicester,3702.4
O002728,C00356,2026-03-07,Leicester,1561.43
O002729,C00356,2025-12-04,Leicester,6864.31
O002730,C00356,2024-12-01,Leicester,6199.21
O002731,C00356,2025-04-06,Leicester,2329.12
O002732,C00356,2025-05-27,Leicester,7849.76
O002733,C00356,2025-08-23,Leicester,3128.85
O002734,C00356,2024-09-22,Leicester,4201.44
O002735,C00356,2026-05-30,Leicester,3152.69
O002736,C00356,2024-06-28,Leicester,909.21
O002737,C00357,2025-05-18,Northampton,962.46
O002738,C00357,2024-02-28,Northampton,4720.4
O002739,C00357,2024-10-22,Northampton,4396.04
O002740,C00357,2024-02-03,Northampton,1967.38
O002741,C00358,2026-02-03,Leicester,3564.66
O002742,C00358,2025-11-25,Leicester,4578.79
O002743,C00358,2026-06-08,Leicester,3641.25
O002744,C00358,2026-06-23,Leicester,690.27
O002745,C00358,2026-04-05,Leicester,636.79
O002746,C00358,2025-04-01,Leicester,2541.55
O002747,C00358,2025-12-02,Leicester,93.22
O002748,C00358,2024-10-25,Leicester,8664.26
O002749,C00359,2026-03-12,Northampton,6403.87
O002750,C00359,2024-02-03,Northampton,4358.52
O002751,C00359,2026-01-16,Northampton,5531.71
O002752,C00359,2025-04-18,Northampton,4013.7
O002753,C00359,2026-05-31,Northampton,1401.44
O002754,C00359,2024-04-30,Northampton,8329.09
O002755,C00359,2024-05-08,Northampton,6289.46
O002756,C00359,2025-07-20,Northampton,8647.98
O002757,C00359,2026-02-05,Northampton,9603.91
O002758,C00359,2026-02-05,Northampton,5217.43
O002759,C00359,2024-01-11,Northampton,1431.78
O002760,C00359,2025-09-01,Northampton,442.56
O002761,C00359,2026-03-01,Northampton,2772.6
O002762,C00360,2024-10-13,Nuneaton,5548.29
O002763,C00360,2024-06-26,Nuneaton,1528.37
O002764,C00360,2024-07-30,Nuneaton,1188.58
O002765,C00360,2025-01-01,Nuneaton,1204.6
O002766,C00360,2026-04-09,Nuneaton,5421.29
O002767,C00361,2026-03-26,Binley (Coventry),2392.65
O002768,C00361,2025-08-17,Binley (Coventry),5253.44
O002769,C00361,2026-06-15,Binley (Coventry),3196.0
O002770,C00361,2024-06-16,Binley (Coventry),8376.76
O002771,C00361,2024-05-05,Binley (Coventry),1196.01
O002772,C00361,2024-04-02,Binley (Coventry),4041.55
O002773,C00361,2026-03-09,Binley (Coventry),7007.53
O002774,C00361,2025-09-21,Binley (Coventry),1391.04
O002775,C00361,2024-09-05,Binley (Coventry),7339.42
O002776,C00361,2024-10-11,Binley (Coventry),1403.94
O002777,C00361,2024-07-05,Binley (Coventry),9944.59
O002778,C00361,2026-03-26,Binley (Coventry),1193.15
O002779,C00361,2024-07-04,Binley (Coventry),5639.12
O002780,C00361,2026-01-09,Binley (Coventry),4379.71
O002781,C00361,2025-11-14,Binley (Coventry),4802.82
O002782,C00361,2025-04-04,Binley (Coventry),4014.83
O002783,C00361,2025-11-06,Binley (Coventry),4715.54
O002784,C00361,2024-03-05,Binley (Coventry),3578.85
O002785,C00361,2024-11-21,Binley (Coventry),831.53
O002786,C00361,2026-01-07,Binley (Coventry),2582.9
O002787,C00361,2024-08-31,Binley (Coventry),2310.3
O002788,C00361,2025-05-11,Binley (Coventry),6014.45
O002789,C00363,2025-05-19,Rugby,2566.56
O002790,C00363,2025-10-11,Rugby,4221.43
O002791,C00363,2025-08-26,Rugby,9009.47
O002792,C00363,2025-11-12,Rugby,4126.88
O002793,C00363,2025-10-13,Rugby,10716.63
O002794,C00364,2025-02-11,Northampton,5669.99
O002795,C00364,2026-06-01,Northampton,5643.8
O002796,C00364,2025-07-22,Northampton,1115.44
O002797,C00364,2026-02-12,Northampton,676.32
O002798,C00364,2024-12-27,Northampton,6204.3
O002799,C00364,2024-07-12,Northampton,3923.1
O002800,C00364,2024-10-07,Northampton,479.37
O002801,C00364,2025-08-10,Northampton,2924.71
O002802,C00364,2025-12-20,Northampton,3394.29
