order_line_id,order_id,product_id,quantity,unit_price,line_total
OL008658,O002890,P0005,15,79.76,1196.4
OL008659,O002890,P0001,19,135.95,2583.05
OL008660,O002890,P0013,19,90.97,1728.43
OL008661,O002890,P0014,14,160.41,2245.74
OL008662,O002890,P0003,6,122.01,732.06
OL008663,O002891,P0013,20,90.97,1819.4
OL008664,O002891,P0020,5,205.71,1028.55
OL008665,O002891,P0019,19,238.63,4533.97
OL008666,O002892,P0017,6,154.02,924.12
OL008667,O002892,P0015,12,242.75,2913.0
OL008668,O002892,P0023,14,103.63,1450.82
OL008669,O002892,P0016,1,190.44,190.44
OL008670,O002892,P0020,10,205.71,2057.1
OL008671,O002893,P0029,8,231.05,1848.4
OL008672,O002893,P0020,4,205.71,822.84
OL008673,O002893,P0027,11,86.28,949.08
OL008674,O002894,P0017,3,154.02,462.06
OL008675,O002894,P0024,5,145.57,727.85
OL008676,O002894,P0007,5,137.14,685.7
OL008677,O002894,P0025,13,97.63,1269.19
OL008678,O002894,P0020,1,205.71,205.71
OL008679,O002895,P0029,3,231.05,693.15
OL008680,O002896,P0002,15,240.92,3613.8
OL008681,O002896,P0021,13,205.03,2665.39
OL008682,O002896,P0022,5,176.81,884.05
OL008683,O002897,P0024,8,145.57,1164.56
OL008684,O002897,P0031,2,46.61,93.22
OL008685,O002897,P0003,10,122.01,1220.1
OL008686,O002897,P0026,19,209.69,3984.11
OL008687,O002897,P0010,3,25.23,75.69
OL008688,O002898,P0004,17,49.15,835.55
OL008689,O002898,P0001,19,135.95,2583.05
OL008690,O002898,P0007,16,137.14,2194.24
OL008691,O002899,P0029,18,231.05,4158.9
OL008692,O002899,P0021,16,205.03,3280.48
OL008693,O002900,P0019,20,238.63,4772.6
OL008694,O002901,P0021,13,205.03,2665.39
OL008695,O002901,P0011,10,99.65,996.5
OL008696,O002901,P0027,6,86.28,517.68
OL008697,O002901,P0022,5,176.81,884.05
OL008698,O002902,P0011,20,99.65,1993.0
OL008699,O002903,P0002,6,240.92,1445.52
OL008700,O002903,P0017,8,154.02,1232.16
OL008701,O002904,P0001,16,135.95,2175.2
OL008702,O002904,P0019,14,238.63,3340.82
OL008703,O002905,P0031,18,46.61,838.98
OL008704,O002905,P0026,20,209.69,4193.8
OL008705,O002905,P0004,13,49.15,638.95
OL008706,O002905,P0020,5,205.71,1028.55
OL008707,O002905,P0009,19,118.79,2257.01
OL008708,O002906,P0030,12,98.61,1183.32
OL008709,O002906,P0027,13,86.28,1121.64
OL008710,O002906,P0002,18,240.92,4336.56
OL008711,O002906,P0021,5,205.03,1025.15
OL008712,O002906,P0028,1,230.32,230.32
OL008713,O002907,P0022,1,176.81,176.81
OL008714,O002907,P0012,15,165.07,2476.05
OL008715,O002907,P0008,20,184.05,3681.0
OL008716,O002907,P0021,14,205.03,2870.42
OL008717,O002908,P0030,17,98.61,1676.37
OL008718,O002909,P0011,10,99.65,996.5
OL008719,O002909,P0016,1,190.44,190.44
OL008720,O002909,P0005,10,79.76,797.6
OL008721,O002909,P0025,8,97.63,781.04
OL008722,O002909,P0021,10,205.03,2050.3
OL008723,O002910,P0004,11,49.15,540.65
OL008724,O002910,P0023,8,103.63,829.04
OL008725,O002910,P0006,3,73.76,221.28
OL008726,O002911,P0016,20,190.44,3808.8
OL008727,O002911,P0022,11,176.81,1944.91
OL008728,O002912,P0004,16,49.15,786.4
OL008729,O002912,P0001,16,135.95,2175.2
OL008730,O002912,P0002,7,240.92,1686.44
OL008731,O002912,P0016,6,190.44,1142.64
OL008732,O002913,P0012,3,165.07,495.21
OL008733,O002913,P0002,19,240.92,4577.48
OL008734,O002913,P0008,6,184.05,1104.3
OL008735,O002913,P0014,2,160.41,320.82
OL008736,O002914,P0027,19,86.28,1639.32
OL008737,O002914,P0020,20,205.71,4114.2
OL008738,O002914,P0024,3,145.57,436.71
OL008739,O002915,P0017,7,154.02,1078.14
OL008740,O002915,P0016,7,190.44,1333.08
OL008741,O002916,P0009,10,118.79,1187.9
OL008742,O002916,P0028,18,230.32,4145.76
OL008743,O002916,P0015,20,242.75,4855.0
OL008744,O002917,P0016,15,190.44,2856.6
OL008745,O002917,P0014,18,160.41,2887.38
OL008746,O002917,P0001,14,135.95,1903.3
OL008747,O002918,P0025,11,97.63,1073.93
OL008748,O002918,P0008,3,184.05,552.15
OL008749,O002919,P0023,16,103.63,1658.08
OL008750,O002920,P0003,3,122.01,366.03
OL008751,O002920,P0025,16,97.63,1562.08
OL008752,O002920,P0020,2,205.71,411.42
OL008753,O002921,P0028,8,230.32,1842.56
OL008754,O002921,P0025,6,97.63,585.78
OL008755,O002921,P0012,18,165.07,2971.26
OL008756,O002921,P0003,19,122.01,2318.19
OL008757,O002921,P0016,12,190.44,2285.28
OL008758,O002922,P0012,9,165.07,1485.63
OL008759,O002922,P0013,2,90.97,181.94
OL008760,O002922,P0007,20,137.14,2742.8
OL008761,O002923,P0018,12,112.72,1352.64
OL008762,O002924,P0012,12,165.07,1980.84
OL008763,O002925,P0024,4,145.57,582.28
OL008764,O002926,P0008,4,184.05,736.2
OL008765,O002926,P0020,13,205.71,2674.23
OL008766,O002926,P0022,2,176.81,353.62
OL008767,O002927,P0027,10,86.28,862.8
OL008768,O002927,P0016,1,190.44,190.44
OL008769,O002927,P0001,19,135.95,2583.05
OL008770,O002927,P0002,8,240.92,1927.36
OL008771,O002928,P0023,10,103.63,1036.3
OL008772,O002929,P0004,1,49.15,49.15
OL008773,O002929,P0018,8,112.72,901.76
OL008774,O002929,P0009,20,118.79,2375.8
OL008775,O002930,P0005,1,79.76,79.76
OL008776,O002930,P0006,7,73.76,516.32
OL008777,O002930,P0003,19,122.01,2318.19
OL008778,O002930,P0026,13,209.69,2725.97
OL008779,O002930,P0018,13,112.72,1465.36
OL008780,O002931,P0025,2,97.63,195.26
OL008781,O002931,P0031,8,46.61,372.88
OL008782,O002932,P0030,18,98.61,1774.98
OL008783,O002932,P0027,13,86.28,1121.64
OL008784,O002932,P0018,9,112.72,1014.48
OL008785,O002933,P0022,15,176.81,2652.15
OL008786,O002934,P0001,20,135.95,2719.0
OL008787,O002934,P0005,11,79.76,877.36
OL008788,O002934,P0013,3,90.97,272.91
OL008789,O002934,P0011,13,99.65,1295.45
OL008790,O002934,P0006,10,73.76,737.6
OL008791,O002935,P0023,7,103.63,725.41
OL008792,O002935,P0020,8,205.71,1645.68
OL008793,O002935,P0007,11,137.14,1508.54
OL008794,O002935,P0028,14,230.32,3224.48
OL008795,O002936,P0028,17,230.32,3915.44
OL008796,O002936,P0001,2,135.95,271.9
OL008797,O002936,P0017,14,154.02,2156.28
OL008798,O002937,P0017,20,154.02,3080.4
OL008799,O002938,P0002,4,240.92,963.68
OL008800,O002938,P0020,20,205.71,4114.2
OL008801,O002938,P0006,20,73.76,1475.2
OL008802,O002938,P0022,3,176.81,530.43
OL008803,O002939,P0028,3,230.32,690.96
OL008804,O002939,P0008,7,184.05,1288.35
OL008805,O002939,P0003,5,122.01,610.05
OL008806,O002940,P0013,9,90.97,818.73
OL008807,O002940,P0004,18,49.15,884.7
OL008808,O002940,P0011,11,99.65,1096.15
OL008809,O002940,P0018,18,112.72,2028.96
OL008810,O002941,P0006,8,73.76,590.08
OL008811,O002941,P0026,6,209.69,1258.14
OL008812,O002941,P0013,4,90.97,363.88
OL008813,O002942,P0021,6,205.03,1230.18
OL008814,O002942,P0013,5,90.97,454.85
OL008815,O002942,P0002,1,240.92,240.92
OL008816,O002942,P0010,11,25.23,277.53
OL008817,O002942,P0015,8,242.75,1942.0
OL008818,O002943,P0022,9,176.81,1591.29
OL008819,O002943,P0001,12,135.95,1631.4
OL008820,O002943,P0016,9,190.44,1713.96
OL008821,O002943,P0031,10,46.61,466.1
OL008822,O002944,P0028,18,230.32,4145.76
OL008823,O002945,P0030,7,98.61,690.27
OL008824,O002945,P0021,3,205.03,615.09
OL008825,O002946,P0010,13,25.23,327.99
OL008826,O002947,P0027,20,86.28,1725.6
OL008827,O002948,P0024,9,145.57,1310.13
OL008828,O002948,P0008,14,184.05,2576.7
OL008829,O002948,P0019,16,238.63,3818.08
OL008830,O002949,P0014,8,160.41,1283.28
OL008831,O002949,P0005,11,79.76,877.36
OL008832,O002949,P0028,19,230.32,4376.08
OL008833,O002949,P0006,13,73.76,958.88
OL008834,O002950,P0008,13,184.05,2392.65
OL008835,O002950,P0001,3,135.95,407.85
OL008836,O002950,P0005,18,79.76,1435.68
OL008837,O002951,P0005,12,79.76,957.12
OL008838,O002952,P0002,2,240.92,481.84
OL008839,O002952,P0011,13,99.65,1295.45
OL008840,O002952,P0030,8,98.61,788.88
OL008841,O002952,P0027,2,86.28,172.56
OL008842,O002953,P0008,12,184.05,2208.6
OL008843,O002953,P0014,2,160.41,320.82
OL008844,O002953,P0027,5,86.28,431.4
OL008845,O002953,P0001,17,135.95,2311.15
OL008846,O002954,P0021,14,205.03,2870.42
OL008847,O002955,P0020,18,205.71,3702.78
OL008848,O002956,P0001,7,135.95,951.65
OL008849,O002957,P0019,4,238.63,954.52
OL008850,O002958,P0025,15,97.63,1464.45
OL008851,O002958,P0031,12,46.61,559.32
OL008852,O002959,P0023,4,103.63,414.52
OL008853,O002959,P0020,19,205.71,3908.49
OL008854,O002959,P0012,6,165.07,990.42
OL008855,O002959,P0008,13,184.05,2392.65
OL008856,O002960,P0020,18,205.71,3702.78
OL008857,O002961,P0005,15,79.76,1196.4
OL008858,O002962,P0030,9,98.61,887.49
OL008859,O002962,P0010,9,25.23,227.07
OL008860,O002962,P0022,19,176.81,3359.39
OL008861,O002962,P0011,5,99.65,498.25
OL008862,O002963,P0010,20,25.23,504.6
OL008863,O002963,P0024,10,145.57,1455.7
OL008864,O002963,P0018,10,112.72,1127.2
OL008865,O002964,P0017,4,154.02,616.08
OL008866,O002964,P0003,18,122.01,2196.18
OL008867,O002965,P0004,12,49.15,589.8
OL008868,O002965,P0023,12,103.63,1243.56
OL008869,O002965,P0018,17,112.72,1916.24
OL008870,O002965,P0020,7,205.71,1439.97
OL008871,O002965,P0013,10,90.97,909.7
OL008872,O002966,P0025,13,97.63,1269.19
OL008873,O002966,P0011,6,99.65,597.9
OL008874,O002966,P0013,6,90.97,545.82
OL008875,O002967,P0005,20,79.76,1595.2
OL008876,O002967,P0004,16,49.15,786.4
OL008877,O002967,P0016,2,190.44,380.88
OL008878,O002968,P0004,5,49.15,245.75
OL008879,O002968,P0026,10,209.69,2096.9
OL008880,O002968,P0014,18,160.41,2887.38
OL008881,O002968,P0027,14,86.28,1207.92
OL008882,O002969,P0001,5,135.95,679.75
OL008883,O002969,P0010,14,25.23,353.22
OL008884,O002969,P0015,13,242.75,3155.75
OL008885,O002969,P0028,1,230.32,230.32
OL008886,O002970,P0012,3,165.07,495.21
OL008887,O002970,P0026,12,209.69,2516.28
OL008888,O002971,P0001,7,135.95,951.65
OL008889,O002971,P0003,1,122.01,122.01
OL008890,O002971,P0012,3,165.07,495.21
OL008891,O002972,P0022,3,176.81,530.43
OL008892,O002972,P0024,14,145.57,2037.98
OL008893,O002973,P0011,14,99.65,1395.1
OL008894,O002974,P0017,2,154.02,308.04
OL008895,O002974,P0015,12,242.75,2913.0
OL008896,O002974,P0019,5,238.63,1193.15
OL008897,O002975,P0010,8,25.23,201.84
OL008898,O002975,P0003,19,122.01,2318.19
OL008899,O002975,P0007,11,137.14,1508.54
OL008900,O002976,P0019,13,238.63,3102.19
OL008901,O002976,P0009,9,118.79,1069.11
OL008902,O002976,P0002,12,240.92,2891.04
OL008903,O002976,P0023,7,103.63,725.41
OL008904,O002977,P0023,15,103.63,1554.45
OL008905,O002977,P0031,19,46.61,885.59
OL008906,O002977,P0030,2,98.61,197.22
OL008907,O002978,P0004,3,49.15,147.45
OL008908,O002978,P0019,17,238.63,4056.71
OL008909,O002978,P0030,19,98.61,1873.59
OL008910,O002978,P0024,18,145.57,2620.26
OL008911,O002979,P0031,13,46.61,605.93
OL008912,O002979,P0024,19,145.57,2765.83
OL008913,O002979,P0030,7,98.61,690.27
OL008914,O002979,P0010,14,25.23,353.22
OL008915,O002980,P0023,9,103.63,932.67
OL008916,O002980,P0020,18,205.71,3702.78
OL008917,O002980,P0016,15,190.44,2856.6
OL008918,O002981,P0031,2,46.61,93.22
OL008919,O002981,P0001,6,135.95,815.7
OL008920,O002981,P0012,8,165.07,1320.56
OL008921,O002981,P0022,16,176.81,2828.96
OL008922,O002981,P0015,16,242.75,3884.0
OL008923,O002982,P0018,9,112.72,1014.48
OL008924,O002983,P0026,4,209.69,838.76
OL008925,O002984,P0006,20,73.76,1475.2
OL008926,O002984,P0001,12,135.95,1631.4
OL008927,O002985,P0008,5,184.05,920.25
OL008928,O002985,P0007,20,137.14,2742.8
OL008929,O002985,P0028,16,230.32,3685.12
OL008930,O002985,P0027,7,86.28,603.96
OL008931,O002986,P0007,13,137.14,1782.82
OL008932,O002986,P0019,10,238.63,2386.3
OL008933,O002987,P0006,18,73.76,1327.68
OL008934,O002988,P0008,13,184.05,2392.65
OL008935,O002988,P0025,15,97.63,1464.45
OL008936,O002988,P0006,13,73.76,958.88
OL008937,O002989,P0021,8,205.03,1640.24
OL008938,O002989,P0006,20,73.76,1475.2
OL008939,O002989,P0009,6,118.79,712.74
OL008940,O002989,P0015,8,242.75,1942.0
OL008941,O002989,P0016,18,190.44,3427.92
OL008942,O002990,P0021,5,205.03,1025.15
OL008943,O002990,P0005,8,79.76,638.08
OL008944,O002990,P0002,6,240.92,1445.52
OL008945,O002991,P0004,14,49.15,688.1
OL008946,O002991,P0009,20,118.79,2375.8
OL008947,O002991,P0023,7,103.63,725.41
OL008948,O002991,P0001,8,135.95,1087.6
OL008949,O002991,P0003,6,122.01,732.06
OL008950,O002992,P0010,10,25.23,252.3
OL008951,O002992,P0005,16,79.76,1276.16
OL008952,O002992,P0007,3,137.14,411.42
OL008953,O002993,P0017,16,154.02,2464.32
OL008954,O002993,P0005,11,79.76,877.36
OL008955,O002993,P0029,11,231.05,2541.55
OL008956,O002993,P0020,3,205.71,617.13
OL008957,O002993,P0001,11,135.95,1495.45
OL008958,O002994,P0014,20,160.41,3208.2
OL008959,O002994,P0019,20,238.63,4772.6
OL008960,O002994,P0023,3,103.63,310.89
OL008961,O002995,P0031,13,46.61,605.93
OL008962,O002995,P0008,10,184.05,1840.5
OL008963,O002995,P0004,8,49.15,393.2
OL008964,O002995,P0001,7,135.95,951.65
OL008965,O002995,P0023,5,103.63,518.15
OL008966,O002996,P0021,5,205.03,1025.15
OL008967,O002996,P0024,16,145.57,2329.12
OL008968,O002996,P0025,15,97.63,1464.45
OL008969,O002996,P0005,15,79.76,1196.4
OL008970,O002997,P0007,3,137.14,411.42
OL008971,O002997,P0031,14,46.61,652.54
OL008972,O002998,P0030,15,98.61,1479.15
OL008973,O002999,P0011,20,99.65,1993.0
OL008974,O003000,P0020,10,205.71,2057.1
OL008975,O003000,P0017,5,154.02,770.1
OL008976,O003001,P0003,2,122.01,244.02
OL008977,O003001,P0024,16,145.57,2329.12
OL008978,O003001,P0027,10,86.28,862.8
OL008979,O003002,P0005,16,79.76,1276.16
OL008980,O003003,P0022,14,176.81,2475.34
OL008981,O003004,P0017,15,154.02,2310.3
OL008982,O003004,P0006,14,73.76,1032.64
OL008983,O003004,P0014,5,160.41,802.05
OL008984,O003005,P0030,1,98.61,98.61
OL008985,O003005,P0001,2,135.95,271.9
OL008986,O003005,P0027,8,86.28,690.24
OL008987,O003005,P0014,13,160.41,2085.33
OL008988,O003005,P0006,7,73.76,516.32
OL008989,O003006,P0022,13,176.81,2298.53
OL008990,O003006,P0012,9,165.07,1485.63
OL008991,O003006,P0021,14,205.03,2870.42
OL008992,O003006,P0028,3,230.32,690.96
OL008993,O003006,P0026,10,209.69,2096.9
OL008994,O003007,P0009,19,118.79,2257.01
OL008995,O003007,P0011,7,99.65,697.55
OL008996,O003007,P0020,4,205.71,822.84
OL008997,O003007,P0016,17,190.44,3237.48
OL008998,O003008,P0023,19,103.63,1968.97
OL008999,O003008,P0025,18,97.63,1757.34
OL009000,O003008,P0019,9,238.63,2147.67
OL009001,O003008,P0022,20,176.81,3536.2
OL009002,O003008,P0016,3,190.44,571.32
OL009003,O003009,P0030,19,98.61,1873.59
OL009004,O003009,P0023,20,103.63,2072.6
OL009005,O003009,P0017,11,154.02,1694.22
OL009006,O003009,P0014,11,160.41,1764.51
OL009007,O003009,P0002,1,240.92,240.92
OL009008,O003010,P0020,7,205.71,1439.97
OL009009,O003010,P0023,5,103.63,518.15
OL009010,O003010,P0026,14,209.69,2935.66
OL009011,O003011,P0010,8,25.23,201.84
OL009012,O003011,P0007,19,137.14,2605.66
OL009013,O003011,P0005,9,79.76,717.84
OL009014,O003011,P0024,13,145.57,1892.41
OL009015,O003012,P0004,18,49.15,884.7
OL009016,O003012,P0006,19,73.76,1401.44
OL009017,O003013,P0026,4,209.69,838.76
OL009018,O003013,P0021,11,205.03,2255.33
OL009019,O003013,P0003,20,122.01,2440.2
OL009020,O003013,P0022,10,176.81,1768.1
OL009021,O003013,P0028,18,230.32,4145.76
OL009022,O003014,P0009,1,118.79,118.79
OL009023,O003014,P0001,3,135.95,407.85
OL009024,O003015,P0014,6,160.41,962.46
OL009025,O003015,P0024,5,145.57,727.85
OL009026,O003015,P0023,7,103.63,725.41
OL009027,O003015,P0030,19,98.61,1873.59
OL009028,O003016,P0031,6,46.61,279.66
OL009029,O003016,P0016,6,190.44,1142.64
OL009030,O003016,P0010,11,25.23,277.53
OL009031,O003017,P0024,3,145.57,436.71
OL009032,O003017,P0017,17,154.02,2618.34
OL009033,O003017,P0023,17,103.63,1761.71
OL009034,O003017,P0016,17,190.44,3237.48
OL009035,O003018,P0007,17,137.14,2331.38
OL009036,O003018,P0015,18,242.75,4369.5
OL009037,O003019,P0002,10,240.92,2409.2
OL009038,O003019,P0011,3,99.65,298.95
OL009039,O003019,P0022,13,176.81,2298.53
OL009040,O003019,P0018,17,112.72,1916.24
OL009041,O003020,P0023,9,103.63,932.67
OL009042,O003020,P0003,19,122.01,2318.19
OL009043,O003020,P0024,12,145.57,1746.84
OL009044,O003020,P0007,13,137.14,1782.82
OL009045,O003021,P0024,9,145.57,1310.13
OL009046,O003021,P0019,13,238.63,3102.19
OL009047,O003021,P0020,1,205.71,205.71
OL009048,O003021,P0018,11,112.72,1239.92
OL009049,O003022,P0022,19,176.81,3359.39
OL009050,O003022,P0015,13,242.75,3155.75
OL009051,O003022,P0020,7,205.71,1439.97
OL009052,O003022,P0009,18,118.79,2138.22
OL009053,O003023,P0028,20,230.32,4606.4
OL009054,O003024,P0005,4,79.76,319.04
OL009055,O003024,P0007,2,137.14,274.28
OL009056,O003024,P0013,18,90.97,1637.46
OL009057,O003024,P0026,2,209.69,419.38
OL009058,O003025,P0001,14,135.95,1903.3
OL009059,O003025,P0004,11,49.15,540.65
OL009060,O003026,P0016,17,190.44,3237.48
OL009061,O003026,P0022,13,176.81,2298.53
OL009062,O003026,P0030,11,98.61,1084.71
OL009063,O003027,P0029,4,231.05,924.2
OL009064,O003027,P0016,6,190.44,1142.64
OL009065,O003027,P0012,9,165.07,1485.63
OL009066,O003028,P0009,17,118.79,2019.43
OL009067,O003028,P0001,15,135.95,2039.25
OL009068,O003028,P0002,11,240.92,2650.12
OL009069,O003028,P0013,17,90.97,1546.49
OL009070,O003029,P0026,10,209.69,2096.9
OL009071,O003029,P0017,2,154.02,308.04
OL009072,O003029,P0028,12,230.32,2763.84
OL009073,O003029,P0005,3,79.76,239.28
OL009074,O003030,P0012,5,165.07,825.35
OL009075,O003030,P0009,6,118.79,712.74
OL009076,O003030,P0011,9,99.65,896.85
OL009077,O003030,P0004,10,49.15,491.5
OL009078,O003031,P0025,17,97.63,1659.71
OL009079,O003032,P0016,7,190.44,1333.08
OL009080,O003032,P0030,7,98.61,690.27
OL009081,O003032,P0010,17,25.23,428.91
OL009082,O003032,P0001,14,135.95,1903.3
OL009083,O003032,P0005,18,79.76,1435.68
OL009084,O003033,P0017,8,154.02,1232.16
OL009085,O003034,P0027,2,86.28,172.56
OL009086,O003034,P0016,3,190.44,571.32
OL009087,O003034,P0028,15,230.32,3454.8
OL009088,O003035,P0014,2,160.41,320.82
OL009089,O003035,P0007,20,137.14,2742.8
OL009090,O003036,P0005,17,79.76,1355.92
OL009091,O003036,P0030,14,98.61,1380.54
OL009092,O003036,P0007,2,137.14,274.28
OL009093,O003037,P0026,11,209.69,2306.59
OL009094,O003038,P0018,20,112.72,2254.4
OL009095,O003039,P0007,9,137.14,1234.26
OL009096,O003040,P0001,3,135.95,407.85
OL009097,O003040,P0019,20,238.63,4772.6
OL009098,O003040,P0025,16,97.63,1562.08
OL009099,O003040,P0014,20,160.41,3208.2
OL009100,O003040,P0021,16,205.03,3280.48
OL009101,O003041,P0029,11,231.05,2541.55
OL009102,O003041,P0016,5,190.44,952.2
OL009103,O003041,P0005,18,79.76,1435.68
OL009104,O003041,P0027,9,86.28,776.52
OL009105,O003041,P0009,4,118.79,475.16
OL009106,O003042,P0013,17,90.97,1546.49
OL009107,O003042,P0020,1,205.71,205.71
OL009108,O003042,P0009,10,118.79,1187.9
OL009109,O003043,P0015,7,242.75,1699.25
OL009110,O003044,P0016,8,190.44,1523.52
OL009111,O003044,P0021,19,205.03,3895.57
OL009112,O003044,P0031,9,46.61,419.49
OL009113,O003045,P0029,11,231.05,2541.55
OL009114,O003046,P0002,6,240.92,1445.52
OL009115,O003046,P0005,20,79.76,1595.2
OL009116,O003046,P0022,9,176.81,1591.29
OL009117,O003046,P0014,9,160.41,1443.69
OL009118,O003046,P0001,5,135.95,679.75
OL009119,O003047,P0026,8,209.69,1677.52
OL009120,O003048,P0030,5,98.61,493.05
OL009121,O003048,P0017,11,154.02,1694.22
OL009122,O003048,P0020,17,205.71,3497.07
OL009123,O003049,P0027,10,86.28,862.8
OL009124,O003049,P0028,5,230.32,1151.6
OL009125,O003049,P0001,2,135.95,271.9
OL009126,O003049,P0015,8,242.75,1942.0
OL009127,O003049,P0007,4,137.14,548.56
OL009128,O003050,P0022,18,176.81,3182.58
OL009129,O003050,P0015,14,242.75,3398.5
OL009130,O003050,P0016,15,190.44,2856.6
OL009131,O003050,P0010,12,25.23,302.76
OL009132,O003051,P0031,10,46.61,466.1
OL009133,O003051,P0004,3,49.15,147.45
OL009134,O003051,P0022,17,176.81,3005.77
OL009135,O003052,P0030,6,98.61,591.66
OL009136,O003052,P0022,7,176.81,1237.67
OL009137,O003052,P0017,1,154.02,154.02
OL009138,O003053,P0025,11,97.63,1073.93
OL009139,O003053,P0024,17,145.57,2474.69
OL009140,O003053,P0005,13,79.76,1036.88
OL009141,O003053,P0027,17,86.28,1466.76
OL009142,O003053,P0020,9,205.71,1851.39
OL009143,O003054,P0014,8,160.41,1283.28
OL009144,O003054,P0006,6,73.76,442.56
OL009145,O003054,P0008,14,184.05,2576.7
OL009146,O003054,P0021,1,205.03,205.03
OL009147,O003054,P0025,12,97.63,1171.56
OL009148,O003055,P0013,6,90.97,545.82
OL009149,O003055,P0023,15,103.63,1554.45
OL009150,O003055,P0020,14,205.71,2879.94
OL009151,O003055,P0025,16,97.63,1562.08
OL009152,O003055,P0009,10,118.79,1187.9
OL009153,O003056,P0004,15,49.15,737.25
OL009154,O003056,P0028,7,230.32,1612.24
OL009155,O003057,P0012,3,165.07,495.21
OL009156,O003058,P0030,15,98.61,1479.15
OL009157,O003058,P0029,18,231.05,4158.9
OL009158,O003058,P0026,17,209.69,3564.73
OL009159,O003058,P0025,5,97.63,488.15
OL009160,O003058,P0003,10,122.01,1220.1
OL009161,O003059,P0018,14,112.72,1578.08
OL009162,O003059,P0019,5,238.63,1193.15
OL009163,O003059,P0027,8,86.28,690.24
OL009164,O003059,P0001,5,135.95,679.75
OL009165,O003059,P0030,15,98.61,1479.15
OL009166,O003060,P0008,16,184.05,2944.8
OL009167,O003060,P0021,4,205.03,820.12
OL009168,O003061,P0017,6,154.02,924.12
OL009169,O003061,P0031,8,46.61,372.88
OL009170,O003061,P0019,16,238.63,3818.08
OL009171,O003061,P0001,19,135.95,2583.05
OL009172,O003061,P0005,2,79.76,159.52
OL009173,O003062,P0009,9,118.79,1069.11
OL009174,O003062,P0026,3,209.69,629.07
OL009175,O003062,P0015,15,242.75,3641.25
OL009176,O003062,P0019,14,238.63,3340.82
OL009177,O003062,P0011,16,99.65,1594.4
OL009178,O003063,P0007,3,137.14,411.42
OL009179,O003063,P0019,18,238.63,4295.34
OL009180,O003063,P0017,18,154.02,2772.36
OL009181,O003064,P0027,15,86.28,1294.2
OL009182,O003065,P0015,3,242.75,728.25
OL009183,O003065,P0017,12,154.02,1848.24
OL009184,O003066,P0011,16,99.65,1594.4
OL009185,O003067,P0018,19,112.72,2141.68
OL009186,O003068,P0017,13,154.02,2002.26
OL009187,O003068,P0020,6,205.71,1234.26
OL009188,O003068,P0025,13,97.63,1269.19
OL009189,O003069,P0007,14,137.14,1919.96
OL009190,O003069,P0017,7,154.02,1078.14
OL009191,O003069,P0009,17,118.79,2019.43
OL009192,O003069,P0018,1,112.72,112.72
OL009193,O003069,P0015,5,242.75,1213.75
OL009194,O003070,P0013,19,90.97,1728.43
OL009195,O003070,P0003,13,122.01,1586.13
OL009196,O003070,P0005,4,79.76,319.04
OL009197,O003070,P0008,6,184.05,1104.3
OL009198,O003071,P0001,3,135.95,407.85
OL009199,O003071,P0021,18,205.03,3690.54
OL009200,O003071,P0028,18,230.32,4145.76
OL009201,O003071,P0011,4,99.65,398.6
OL009202,O003071,P0024,5,145.57,727.85
OL009203,O003072,P0017,4,154.02,616.08
OL009204,O003072,P0021,17,205.03,3485.51
OL009205,O003072,P0013,5,90.97,454.85
OL009206,O003072,P0028,1,230.32,230.32
OL009207,O003072,P0026,16,209.69,3355.04
OL009208,O003073,P0013,20,90.97,1819.4
OL009209,O003073,P0023,2,103.63,207.26
OL009210,O003073,P0025,4,97.63,390.52
OL009211,O003073,P0028,2,230.32,460.64
OL009212,O003074,P0005,18,79.76,1435.68
OL009213,O003074,P0008,5,184.05,920.25
OL009214,O003074,P0016,13,190.44,2475.72
OL009215,O003074,P0025,18,97.63,1757.34
OL009216,O003074,P0019,20,238.63,4772.6
OL009217,O003075,P0009,17,118.79,2019.43
OL009218,O003075,P0029,14,231.05,3234.7
OL009219,O003076,P0020,2,205.71,411.42
OL009220,O003076,P0029,8,231.05,1848.4
OL009221,O003076,P0015,11,242.75,2670.25
OL009222,O003077,P0016,20,190.44,3808.8
OL009223,O003077,P0011,14,99.65,1395.1
OL009224,O003077,P0015,17,242.75,4126.75
OL009225,O003077,P0017,8,154.02,1232.16
OL009226,O003078,P0012,1,165.07,165.07
OL009227,O003078,P0023,16,103.63,1658.08
OL009228,O003078,P0015,15,242.75,3641.25
OL009229,O003079,P0025,6,97.63,585.78
OL009230,O003080,P0004,11,49.15,540.65
OL009231,O003080,P0011,11,99.65,1096.15
OL009232,O003081,P0022,11,176.81,1944.91
OL009233,O003082,P0012,5,165.07,825.35
OL009234,O003083,P0017,16,154.02,2464.32
OL009235,O003084,P0022,9,176.81,1591.29
OL009236,O003084,P0029,9,231.05,2079.45
OL009237,O003084,P0024,9,145.57,1310.13
OL009238,O003084,P0008,2,184.05,368.1
OL009239,O003084,P0017,10,154.02,1540.2
OL009240,O003085,P0018,3,112.72,338.16
OL009241,O003085,P0007,10,137.14,1371.4
OL009242,O003085,P0004,16,49.15,786.4
OL009243,O003085,P0003,2,122.01,244.02
OL009244,O003085,P0010,4,25.23,100.92
OL009245,O003086,P0030,11,98.61,1084.71
OL009246,O003086,P0008,2,184.05,368.1
OL009247,O003087,P0018,13,112.72,1465.36
OL009248,O003087,P0015,18,242.75,4369.5
OL009249,O003087,P0004,20,49.15,983.0
